iYrCnt,npt,veg%iveg,casamet%lat,casamet%lon,casamet%areacell,mimicspool%LITm,mimicspool%LITs,mimicspool%MICr,mimicspool%MICk,mimicspool%SOMa,mimicspool%SOMc,mimicspool%SOMp
     1,    2609,       7,       65.3700000000,      172.5000000000,       24.4105666560,        7.5621310755,       21.2790456674,        0.3108082201,        0.3283887540,       15.9571388268,       13.2738078739,        0.5422704250,
     1,    2610,       7,       67.2600000000,      172.5000000000,       22.6369351680,        3.1015837429,        9.5265891936,        0.1566227273,        0.1679088623,        6.6759840668,        8.1799148488,        0.3602866138,
     1,    2611,       8,       69.1600000000,      172.5000000000,       20.8093224960,        8.9596854663,       21.2361955594,        0.3059987554,        0.3170573252,       18.0752735995,       12.2687169878,        0.4234706708,
     1,    2612,      17,       71.0500000000,      172.5000000000,        0.5148966080,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2613,      15,      -86.2100000000,      175.0000000000,        3.8708705280,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2614,      15,      -84.3200000000,      175.0000000000,        5.8010142720,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2615,      17,      -76.7400000000,      175.0000000000,        2.2319293440,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2616,      17,      -40.7400000000,      175.0000000000,       25.8720911360,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2617,      10,      -38.8400000000,      175.0000000000,       30.8529950720,        1.4210426913,        3.5526794270,        0.1022558890,        0.0942505894,        2.5697746733,        3.5647729739,        2.3541954731,
     1,    2618,      17,      -36.9500000000,      175.0000000000,       21.2546641920,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2619,      17,      -35.0500000000,      175.0000000000,        9.6716113920,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2620,      17,       61.5800000000,      175.0000000000,        6.9341409280,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2621,       7,       63.4700000000,      175.0000000000,       26.1575065600,        3.2381626708,       10.0423154387,        0.1526917196,        0.1631504025,        6.9451012912,        8.9028047585,        0.7002635088,
     1,    2622,       7,       65.3700000000,      175.0000000000,       24.4105666560,        6.7056337237,       18.9116180862,        0.2880100967,        0.3036326629,       14.0989752794,       11.9944499531,        0.4265480873,
     1,    2623,       7,       67.2600000000,      175.0000000000,       22.6369351680,        5.2508740334,       14.7837495835,        0.2431343868,        0.2603323080,       11.1865740143,        9.3267167706,        0.2165144754,
     1,    2624,       7,       69.1600000000,      175.0000000000,       19.7086085120,        2.2599212657,        7.4893655808,        0.1037616986,        0.1127813202,        4.9109690452,        7.7183185803,        0.4083208173,
     1,    2625,      15,      -84.3200000000,      177.5000000000,        5.8010142720,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2626,      15,      -78.6300000000,      177.5000000000,       11.2830781440,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2627,      17,      -76.7400000000,      177.5000000000,        1.7855480320,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2628,      17,      -40.7400000000,      177.5000000000,        5.7745894400,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2629,      17,      -38.8400000000,      177.5000000000,       26.7623526400,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2630,      17,      -36.9500000000,      177.5000000000,        1.5293432320,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2631,      17,      -18.0000000000,      177.5000000000,        8.3393387520,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2632,      17,       61.5800000000,      177.5000000000,        2.0596259840,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2633,       7,       63.4700000000,      177.5000000000,       24.4450160640,        2.5035520051,        8.1420765562,        0.1124865169,        0.1220159815,        5.3961009313,        7.9908499311,        0.5871245323,
     1,    2634,       7,       65.3700000000,      177.5000000000,       24.4105666560,        5.1522396395,       14.7707460550,        0.2424526817,        0.2567702857,       10.7715328619,       10.1616082382,        0.3968089579,
     1,    2635,      18,       67.2600000000,      177.5000000000,       22.6369351680,        2.3578194432,        6.0598979536,        0.1061021478,        0.1057005433,        4.6418080719,        5.2052463539,        0.0754001893,
     1,    2636,      17,       69.1600000000,      177.5000000000,       17.9162050560,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2637,      15,      -84.3200000000,      180.0000000000,        5.8010142720,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2638,      15,      -78.6300000000,      180.0000000000,       10.2354565120,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2639,      17,       63.4700000000,      180.0000000000,        1.9734365440,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2640,       7,       65.3700000000,      180.0000000000,       16.3649259520,        2.1156524246,        6.7461226050,        0.1172323608,        0.1254185805,        4.3701895858,        6.3916402893,        0.2976557991,
     1,    2641,       7,       67.2600000000,      180.0000000000,       22.6369351680,        2.6752969434,        7.9514574871,        0.1727855078,        0.1848781222,        5.7028283644,        6.0377066544,        0.1693040419,
     1,    2642,      17,       69.1600000000,      180.0000000000,        9.4359080960,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2643,      17,       71.0500000000,      180.0000000000,        6.0364016640,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2644,      15,      -86.2100000000,      182.5000000000,        3.8708705280,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2645,      15,      -84.3200000000,      182.5000000000,        5.8010142720,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2646,      15,      -78.6300000000,      182.5000000000,       10.2354565120,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2647,      17,       65.3700000000,      182.5000000000,        8.8264714240,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2648,       7,       67.2600000000,      182.5000000000,       22.0921262080,        1.9274921441,        6.1390544579,        0.1131378655,        0.1214188619,        3.9718207610,        5.7047776267,        0.2537599381,
     1,    2649,      17,       69.1600000000,      182.5000000000,        0.1633799680,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2650,      17,       71.0500000000,      182.5000000000,        0.6835358720,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2651,      15,      -86.2100000000,      185.0000000000,        3.8708705280,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2652,      15,      -84.3200000000,      185.0000000000,        5.8010142720,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2653,      15,      -78.6300000000,      185.0000000000,       10.2354565120,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2654,       7,       65.3700000000,      185.0000000000,       16.7787048960,        1.0773739873,        3.8731491447,        0.0539368110,        0.0614787227,        2.3701947748,        4.5820025311,        0.2721077881,
     1,    2655,      17,       67.2600000000,      185.0000000000,       14.9462681600,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2656,      15,      -84.3200000000,      187.5000000000,        5.8010142720,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2657,      15,      -78.6300000000,      187.5000000000,       10.2354565120,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2658,       7,       65.3700000000,      187.5000000000,       20.0858439680,        1.2331747760,        4.4622547943,        0.0528262336,        0.0599881651,        2.5596244838,        5.2966017388,        0.3259270915,
     1,    2659,      17,       67.2600000000,      187.5000000000,        9.8066135040,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2660,      15,      -84.3200000000,      190.0000000000,        5.8010142720,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2661,      15,      -78.6300000000,      190.0000000000,       10.2354565120,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2662,      17,       65.3700000000,      190.0000000000,        4.1967592960,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2663,      17,       67.2600000000,      190.0000000000,        1.5262508800,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2664,      15,      -86.2100000000,      192.5000000000,        3.8708705280,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2665,      15,      -84.3200000000,      192.5000000000,        5.8010142720,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2666,      15,      -78.6300000000,      192.5000000000,       10.2354565120,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2667,      17,       65.3700000000,      192.5000000000,        5.1539732480,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2668,      15,      -86.2100000000,      195.0000000000,        3.8708705280,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2669,      15,      -84.3200000000,      195.0000000000,        5.8010142720,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2670,      15,      -78.6300000000,      195.0000000000,        7.1836569600,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2671,      17,       59.6800000000,      195.0000000000,        3.8501061120,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2672,      10,       61.5800000000,      195.0000000000,       16.1048647680,        1.9769154309,        4.9028687235,        0.0779871549,        0.0804287404,        4.1543046327,        4.9181163285,        1.1494138764,
     1,    2673,      17,       63.4700000000,      195.0000000000,        5.4788741120,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2674,       8,       65.3700000000,      195.0000000000,       22.4359137280,        3.9574990533,       10.0532264012,        0.1741700116,        0.1844334037,        8.5485542129,        7.7792797041,        1.1416019814,
     1,    2675,      17,       67.2600000000,      195.0000000000,        9.0045224960,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2676,      17,       69.1600000000,      195.0000000000,        6.2153425920,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2677,      15,      -86.2100000000,      197.5000000000,        3.8708705280,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2678,      15,      -78.6300000000,      197.5000000000,        7.1836421120,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2679,      17,       55.8900000000,      197.5000000000,        6.4011453440,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2680,      17,       57.7900000000,      197.5000000000,        0.4929292160,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2681,       6,       59.6800000000,      197.5000000000,       13.9752427520,        1.3138094833,        4.7643985571,        0.0591406709,        0.0715276635,        3.2890180562,        5.5029266964,        0.9879594906,
     1,    2682,       6,       61.5800000000,      197.5000000000,       27.8758440960,        2.1646098088,        7.0747686367,        0.1089669757,        0.1242979033,        5.0294845365,        6.7676539390,        1.2813363195,
     1,    2683,      17,       63.4700000000,      197.5000000000,       16.3448064000,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2684,       8,       65.3700000000,      197.5000000000,       24.4105666560,        4.0129311154,       10.1003372064,        0.1775069308,        0.1871363815,        8.5783238948,        7.8153758964,        1.3765354253,
     1,    2685,       8,       67.2600000000,      197.5000000000,       22.6369351680,        2.8743088791,        8.0423337607,        0.1048845718,        0.1097122542,        5.9962490391,        7.5432534245,        0.7671082620,
     1,    2686,      18,       69.1600000000,      197.5000000000,       18.6817802240,        2.1048175268,        5.8871845858,        0.0743835292,        0.0788583981,        4.3760619448,        6.0273445524,        0.7457757365,
     1,    2687,      17,       71.0500000000,      197.5000000000,        0.3256293760,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2688,      15,      -86.2100000000,      200.0000000000,        3.8708705280,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2689,      15,      -78.6300000000,      200.0000000000,       10.2354565120,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2690,       6,       55.8900000000,      200.0000000000,        8.6817986560,        1.4553318034,        5.2743551226,        0.0695632752,        0.0863697263,        3.4953992389,        5.7736615826,        1.4556526604,
     1,    2691,      17,       57.7900000000,      200.0000000000,        0.8558144640,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2692,       6,       59.6800000000,      200.0000000000,       25.6363663360,        2.0370648054,        6.7624760770,        0.0986022754,        0.1140083035,        4.6345910179,        6.7285162011,        1.1915134337,
     1,    2693,       6,       61.5800000000,      200.0000000000,       27.8758440960,        2.4605150731,        7.8836850246,        0.1342093169,        0.1519873317,        5.6501659562,        7.1492076226,        1.5914254642,
     1,    2694,       4,       63.4700000000,      200.0000000000,       26.1575065600,        3.8047400121,       12.0550213722,        0.2150445855,        0.2399235908,        8.8189453616,        9.5926693207,        1.4759415063,
     1,    2695,       4,       65.3700000000,      200.0000000000,       24.4105666560,        2.7550640316,        9.0623304318,        0.1402384617,        0.1587493680,        6.5332558568,        8.5706330534,        1.3513250433,
     1,    2696,       8,       67.2600000000,      200.0000000000,       22.6369351680,        9.4031908447,       22.2082411071,        0.3360601405,        0.3561650961,       19.4204889161,       12.8509986071,        0.8378868583,
     1,    2697,       8,       69.1600000000,      200.0000000000,       20.8385495040,        3.6030788908,        9.8927209954,        0.1176627664,        0.1216828974,        7.5016018569,        8.8339363695,        0.6905911439,
     1,    2698,      17,       71.0500000000,      200.0000000000,        5.0802324480,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2699,      15,      -86.2100000000,      202.5000000000,        3.8708705280,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2700,      17,      -76.7400000000,      202.5000000000,        4.4427120640,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2701,      17,       55.8900000000,      202.5000000000,        2.1532838400,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2702,       6,       57.7900000000,      202.5000000000,       14.6467921920,        1.6202492333,        5.7101970596,        0.0829262687,        0.1012708027,        3.9899409468,        6.0486649253,        1.5706672769,
     1,    2703,       6,       59.6800000000,      202.5000000000,       27.9626833920,        2.3056751376,        7.5197902265,        0.1241761844,        0.1440886726,        5.3701303192,        6.9406464775,        1.6448910572,
     1,    2704,       5,       61.5800000000,      202.5000000000,       27.8758440960,        2.4999849072,       11.3859467225,        0.1485520087,        0.1867975202,        7.1003512498,       11.0840668633,        1.5125359727,
     1,    2705,       1,       63.4700000000,      202.5000000000,       26.1575065600,        1.9277153754,        9.3460130816,        0.1256698079,        0.1584064816,        5.5997749287,       12.3876514030,        1.6329737747,
     1,    2706,       4,       65.3700000000,      202.5000000000,       24.4105666560,        2.4831385472,        8.5459994959,        0.1275512334,        0.1464634061,        6.0348616014,        8.6092817197,        1.4845099924,
     1,    2707,       8,       67.2600000000,      202.5000000000,       22.6369351680,        8.7311914103,       20.7913699216,        0.3296511256,        0.3462925244,       18.0845968389,       12.3332746132,        0.8946475091,
     1,    2708,       8,       69.1600000000,      202.5000000000,       20.8385495040,        3.3167170088,        9.2034443628,        0.1129091478,        0.1158593104,        6.9142096271,        8.4532882991,        0.6321926878,
     1,    2709,      17,       71.0500000000,      202.5000000000,       10.3897896960,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2710,      15,      -86.2100000000,      205.0000000000,        3.8708705280,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2711,      17,      -76.7400000000,      205.0000000000,        5.9236336640,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2712,      17,       19.8900000000,      205.0000000000,        5.5439488000,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2713,       6,       57.7900000000,      205.0000000000,       21.8290933760,        1.3930946835,        5.1042654768,        0.0627573101,        0.0759230790,        3.3553875467,        5.8932000658,        1.2019409389,
     1,    2714,       6,       59.6800000000,      205.0000000000,       29.5636971520,        1.8700689622,        6.3155504655,        0.0958653036,        0.1157970689,        4.6924835100,        6.3232057853,        1.7067805946,
     1,    2715,       1,       61.5800000000,      205.0000000000,       27.8758440960,        1.5031462060,        7.5854447903,        0.0931022338,        0.1248529963,        4.5492532074,       10.3741308209,        1.4133189050,
     1,    2716,       1,       63.4700000000,      205.0000000000,       26.1575065600,        1.4943988270,        7.5304382641,        0.0899610972,        0.1201511744,        4.4997865466,       11.0389221464,        1.5128430370,
     1,    2717,       4,       65.3700000000,      205.0000000000,       24.4105666560,        2.1436022756,        7.5349419607,        0.0951638448,        0.1139765045,        5.4045462446,        8.1010183626,        1.4874398103,
     1,    2718,       8,       67.2600000000,      205.0000000000,       22.6369351680,        8.4613589398,       20.3057179991,        0.3011676029,        0.3174053539,       17.5384341644,       12.3956194746,        0.8130822562,
     1,    2719,       8,       69.1600000000,      205.0000000000,       20.8385495040,        3.5711963030,        9.8112381954,        0.1222804477,        0.1264497784,        7.4541782879,        8.7214832733,        0.7457225988,
     1,    2720,      17,       71.0500000000,      205.0000000000,        9.4559088640,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2721,      15,      -86.2100000000,      207.5000000000,        3.8708705280,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2722,      17,      -76.7400000000,      207.5000000000,        5.9236336640,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2723,      17,       57.7900000000,      207.5000000000,        4.0108648960,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2724,      17,       59.6800000000,      207.5000000000,       18.8903997440,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2725,       7,       61.5800000000,      207.5000000000,       27.8758440960,        1.9617670548,        6.6206647555,        0.0877638922,        0.0988499901,        4.5328540634,        7.1201024841,        0.6725801020,
     1,    2726,       5,       63.4700000000,      207.5000000000,       26.1575065600,        1.6449161337,        7.9778588242,        0.0840186037,        0.1114198181,        4.9272003486,        9.6516008642,        1.2726178802,
     1,    2727,       1,       65.3700000000,      207.5000000000,       24.4105666560,        1.3624521604,        6.9203383325,        0.0654369849,        0.0943880004,        4.1536773714,       10.5225402171,        1.1628670592,
     1,    2728,       4,       67.2600000000,      207.5000000000,       22.6369351680,        4.3110286341,       13.8868853567,        0.2071703861,        0.2278478647,        9.8996266696,       11.5133260278,        0.9199602568,
     1,    2729,       8,       69.1600000000,      207.5000000000,       20.8385495040,        3.2396283594,        9.0776839432,        0.1071313476,        0.1117278978,        6.7663947313,        8.4183938643,        0.7884886503,
     1,    2730,      17,       71.0500000000,      207.5000000000,        6.2172994560,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2731,      15,      -88.1100000000,      210.0000000000,        1.9364940800,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2732,      15,      -86.2100000000,      210.0000000000,        3.8708705280,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2733,      15,      -76.7400000000,      210.0000000000,        8.7793807360,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2734,      17,       59.6800000000,      210.0000000000,       13.3158420480,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2735,       5,       61.5800000000,      210.0000000000,       27.8758440960,        2.2895130941,       10.7109265243,        0.1381650898,        0.1725711853,        5.9132537984,       10.8463874253,        0.8975140596,
     1,    2736,       7,       63.4700000000,      210.0000000000,       26.1575065600,        1.7541707884,        5.8790195401,        0.0839503821,        0.0989299572,        4.3571829786,        6.3328133750,        1.4956395445,
     1,    2737,       5,       65.3700000000,      210.0000000000,       24.4105666560,        1.8023377633,        8.6589795913,        0.0746004334,        0.1006150007,        5.1652610656,       10.8506252114,        0.9311093674,
     1,    2738,       8,       67.2600000000,      210.0000000000,       22.6369351680,        3.0309438143,        8.5877797766,        0.0877338272,        0.0956134093,        7.0199490140,        8.2952585163,        1.0361886833,
     1,    2739,       8,       69.1600000000,      210.0000000000,       20.8385495040,        2.6078329287,        7.5560271238,        0.0788824452,        0.0841989244,        5.4676338283,        7.4431706201,        0.5510939897,
     1,    2740,      17,       71.0500000000,      210.0000000000,        2.8012349440,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2741,      15,      -86.2100000000,      212.5000000000,        3.8708705280,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2742,      15,      -76.7400000000,      212.5000000000,       13.4371676160,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2743,      17,      -74.8400000000,      212.5000000000,        0.3193277120,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2744,      17,       59.6800000000,      212.5000000000,        3.2786759680,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2745,       7,       61.5800000000,      212.5000000000,       26.7907338240,        1.6207681604,        5.7517386944,        0.0680595292,        0.0794609438,        3.8551514974,        6.6160082377,        0.6632513065,
     1,    2746,       7,       63.4700000000,      212.5000000000,       26.1575065600,        1.5340013058,        5.5109765583,        0.0427573277,        0.0562863648,        4.0564711753,        6.8667657828,        1.0153182230,
     1,    2747,       5,       65.3700000000,      212.5000000000,       24.4105666560,        1.5346068174,        7.9360424377,        0.0540011505,        0.0739836684,        4.6704162839,       11.0132652338,        0.6380071456,
     1,    2748,       5,       67.2600000000,      212.5000000000,       22.6369351680,        2.3024076640,       11.1869968111,        0.0858067586,        0.1076686905,        6.1923102904,       13.1766069618,        0.4766794598,
     1,    2749,       8,       69.1600000000,      212.5000000000,       20.5010780160,        1.8635460889,        5.5027718747,        0.0807799506,        0.0871303290,        4.0738600414,        5.4208488327,        0.3024710473,
     1,    2750,      17,       71.0500000000,      212.5000000000,        0.7778497280,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2751,      15,      -86.2100000000,      215.0000000000,        3.8708705280,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2752,      15,      -76.7400000000,      215.0000000000,       13.4371676160,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2753,      17,      -74.8400000000,      215.0000000000,        3.6316994560,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2754,      17,       59.6800000000,      215.0000000000,        2.1107206400,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,    2755,       5,       61.5800000000,      215.0000000000,       27.8728335360,        1.1773265868,        6.2689719030,        0.0489610871,        0.0738687871,        3.9073779070,        8.6299346607,        0.8729237720,
     1,    2756,       5,       63.4700000000,      215.0000000000,       26.1575065600,        1.0471075554,        5.5829483973,        0.0249541122,        0.0410104218,        3.6439702444,        9.1085330163,        0.5420453499,
     1,    2757,       5,       65.3700000000,      215.0000000000,       24.4105666560,        1.2150904777,        6.2437143255,        0.0354258007,        0.0507773996,        4.0416499639,        9.6715325573,        0.6261281993,
     1,    2758,       5,       67.2600000000,      215.0000000000,       22.6369351680,        1.8536511443,        9.4683211719,        0.0629813411,        0.0821026423,        5.5961643047,       12.4431245032,        0.5556189234,
     1,    2759,       8,       69.1600000000,      215.0000000000,       20.8385495040,        1.7322498093,        5.0546703537,        0.0804112953,        0.0870296999,        3.7808117904,        4.9487689751,        0.2265829605,
     1,    2760,      17,       71.0500000000,      215.0000000000,        2.1786009600,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
